"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 01 12:44:38 GMT 2021","Sat May 01 12:44:41 GMT 2021","2147","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 01 12:45:07 GMT 2021","Sat May 01 12:45:10 GMT 2021","3255","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"passed","Sat May 01 12:44:55 GMT 2021","Sat May 01 12:44:58 GMT 2021","3417","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"passed","Sat May 01 12:45:39 GMT 2021","Sat May 01 12:45:45 GMT 2021","5707","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"passed","Sat May 01 12:45:00 GMT 2021","Sat May 01 12:45:04 GMT 2021","3490","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"passed","Sat May 01 12:44:23 GMT 2021","Sat May 01 12:44:26 GMT 2021","2279","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"passed","Sat May 01 12:44:18 GMT 2021","Sat May 01 12:44:23 GMT 2021","4973","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"passed","Sat May 01 12:44:48 GMT 2021","Sat May 01 12:44:52 GMT 2021","4149","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"passed","Sat May 01 12:44:33 GMT 2021","Sat May 01 12:44:36 GMT 2021","3255","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Sat May 01 12:45:12 GMT 2021","Sat May 01 12:45:16 GMT 2021","4606","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"passed","Sat May 01 12:44:43 GMT 2021","Sat May 01 12:44:46 GMT 2021","2757","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"passed","Sat May 01 12:45:24 GMT 2021","Sat May 01 12:45:26 GMT 2021","2358","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 01 12:45:18 GMT 2021","Sat May 01 12:45:22 GMT 2021","3316","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Sat May 01 12:44:28 GMT 2021","Sat May 01 12:44:31 GMT 2021","2325","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Sat May 01 12:45:29 GMT 2021","Sat May 01 12:45:37 GMT 2021","7813","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
