"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Apr 14 03:56:38 GMT 2021","Wed Apr 14 03:56:38 GMT 2021","1","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","cleanUp","cleanUp",""
"failed","Wed Apr 14 03:56:12 GMT 2021","Wed Apr 14 03:56:24 GMT 2021","11826","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Wed Apr 14 03:55:31 GMT 2021","Wed Apr 14 03:55:33 GMT 2021","2063","Petland Admin","Login Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Wed Apr 14 03:55:35 GMT 2021","Wed Apr 14 03:55:39 GMT 2021","3417","Petland Admin","Login Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Wed Apr 14 03:55:04 GMT 2021","Wed Apr 14 03:55:07 GMT 2021","3698","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"passed","Wed Apr 14 03:56:06 GMT 2021","Wed Apr 14 03:56:09 GMT 2021","3449","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Wed Apr 14 03:54:56 GMT 2021","Wed Apr 14 03:55:01 GMT 2021","4208","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"passed","Wed Apr 14 03:55:10 GMT 2021","Wed Apr 14 03:55:14 GMT 2021","3596","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"passed","Wed Apr 14 03:54:51 GMT 2021","Wed Apr 14 03:54:54 GMT 2021","2664","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"passed","Wed Apr 14 03:55:55 GMT 2021","Wed Apr 14 03:56:02 GMT 2021","7280","Petland Admin","Login Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"failed","Wed Apr 14 03:54:36 GMT 2021","Wed Apr 14 03:54:48 GMT 2021","11757","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"failed","Wed Apr 14 03:55:41 GMT 2021","Wed Apr 14 03:55:53 GMT 2021","11815","Petland Admin","Login Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"failed","Wed Apr 14 03:55:16 GMT 2021","Wed Apr 14 03:55:28 GMT 2021","11814","Petland Admin","Login Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"failed","Wed Apr 14 03:54:17 GMT 2021","Wed Apr 14 03:54:36 GMT 2021","18606","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
