"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 01 04:57:14 GMT 2021","Sat May 01 04:57:17 GMT 2021","3700","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Sat May 01 04:58:00 GMT 2021","Sat May 01 04:58:07 GMT 2021","6288","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"passed","Sat May 01 04:57:34 GMT 2021","Sat May 01 04:57:39 GMT 2021","4080","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Sat May 01 04:56:35 GMT 2021","Sat May 01 04:56:38 GMT 2021","3031","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"passed","Sat May 01 04:56:28 GMT 2021","Sat May 01 04:56:31 GMT 2021","3355","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"passed","Sat May 01 04:57:08 GMT 2021","Sat May 01 04:57:11 GMT 2021","2400","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Sat May 01 04:56:55 GMT 2021","Sat May 01 04:56:59 GMT 2021","3725","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"passed","Sat May 01 04:57:48 GMT 2021","Sat May 01 04:57:58 GMT 2021","9223","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"passed","Sat May 01 04:57:20 GMT 2021","Sat May 01 04:57:23 GMT 2021","2935","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 01 04:56:19 GMT 2021","Sat May 01 04:56:28 GMT 2021","9271","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"passed","Sat May 01 04:57:26 GMT 2021","Sat May 01 04:57:31 GMT 2021","5248","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"passed","Sat May 01 04:56:49 GMT 2021","Sat May 01 04:56:52 GMT 2021","3559","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"passed","Sat May 01 04:56:41 GMT 2021","Sat May 01 04:56:46 GMT 2021","4595","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"passed","Sat May 01 04:57:02 GMT 2021","Sat May 01 04:57:06 GMT 2021","3664","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"passed","Sat May 01 04:57:41 GMT 2021","Sat May 01 04:57:44 GMT 2021","2608","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
