"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 01 12:05:30 GMT 2021","Sat May 01 12:05:31 GMT 2021","836","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Sat May 01 12:05:24 GMT 2021","Sat May 01 12:05:27 GMT 2021","3232","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"passed","Sat May 01 12:06:33 GMT 2021","Sat May 01 12:06:38 GMT 2021","5124","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"failed","Sat May 01 12:05:47 GMT 2021","Sat May 01 12:05:58 GMT 2021","10358","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 01 12:06:41 GMT 2021","Sat May 01 12:06:45 GMT 2021","3795","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Sat May 01 12:06:48 GMT 2021","Sat May 01 12:06:51 GMT 2021","2854","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 01 12:06:55 GMT 2021","Sat May 01 12:07:04 GMT 2021","9112","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"passed","Sat May 01 12:05:15 GMT 2021","Sat May 01 12:05:24 GMT 2021","8885","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"passed","Sat May 01 12:06:01 GMT 2021","Sat May 01 12:06:04 GMT 2021","2969","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"passed","Sat May 01 12:06:07 GMT 2021","Sat May 01 12:06:11 GMT 2021","4422","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"passed","Sat May 01 12:06:21 GMT 2021","Sat May 01 12:06:24 GMT 2021","3567","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"failed","Sat May 01 12:05:34 GMT 2021","Sat May 01 12:05:45 GMT 2021","10552","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Sat May 01 12:06:27 GMT 2021","Sat May 01 12:06:31 GMT 2021","3602","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"passed","Sat May 01 12:06:14 GMT 2021","Sat May 01 12:06:18 GMT 2021","3838","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"passed","Sat May 01 12:07:07 GMT 2021","Sat May 01 12:07:13 GMT 2021","6271","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
