"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 01 10:11:39 GMT 2021","Sat May 01 10:11:43 GMT 2021","4388","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"passed","Sat May 01 10:11:05 GMT 2021","Sat May 01 10:11:08 GMT 2021","2974","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Sat May 01 10:11:55 GMT 2021","Sat May 01 10:12:03 GMT 2021","7636","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"passed","Sat May 01 10:11:29 GMT 2021","Sat May 01 10:11:32 GMT 2021","3623","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"passed","Sat May 01 10:12:04 GMT 2021","Sat May 01 10:12:10 GMT 2021","5384","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"passed","Sat May 01 10:11:14 GMT 2021","Sat May 01 10:11:16 GMT 2021","2617","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"passed","Sat May 01 10:10:53 GMT 2021","Sat May 01 10:10:57 GMT 2021","4107","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"passed","Sat May 01 10:11:10 GMT 2021","Sat May 01 10:11:12 GMT 2021","2238","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 01 10:11:01 GMT 2021","Sat May 01 10:11:03 GMT 2021","2123","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Sat May 01 10:11:45 GMT 2021","Sat May 01 10:11:48 GMT 2021","3131","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Sat May 01 10:11:50 GMT 2021","Sat May 01 10:11:52 GMT 2021","2372","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 01 10:11:18 GMT 2021","Sat May 01 10:11:22 GMT 2021","3796","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"passed","Sat May 01 10:11:24 GMT 2021","Sat May 01 10:11:27 GMT 2021","3446","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"passed","Sat May 01 10:11:34 GMT 2021","Sat May 01 10:11:37 GMT 2021","3033","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"passed","Sat May 01 10:10:57 GMT 2021","Sat May 01 10:10:59 GMT 2021","2046","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
