"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 01 12:16:10 GMT 2021","Sat May 01 12:16:12 GMT 2021","2620","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 01 12:16:55 GMT 2021","Sat May 01 12:16:57 GMT 2021","2266","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 01 12:16:04 GMT 2021","Sat May 01 12:16:07 GMT 2021","3248","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Sat May 01 12:17:00 GMT 2021","Sat May 01 12:17:08 GMT 2021","7702","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"passed","Sat May 01 12:16:20 GMT 2021","Sat May 01 12:16:23 GMT 2021","3886","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"passed","Sat May 01 12:16:37 GMT 2021","Sat May 01 12:16:41 GMT 2021","3558","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"passed","Sat May 01 12:15:56 GMT 2021","Sat May 01 12:15:58 GMT 2021","2329","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"passed","Sat May 01 12:16:31 GMT 2021","Sat May 01 12:16:35 GMT 2021","3654","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"passed","Sat May 01 12:15:51 GMT 2021","Sat May 01 12:15:56 GMT 2021","4339","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"passed","Sat May 01 12:16:15 GMT 2021","Sat May 01 12:16:17 GMT 2021","2750","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"passed","Sat May 01 12:16:50 GMT 2021","Sat May 01 12:16:53 GMT 2021","3477","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Sat May 01 12:16:26 GMT 2021","Sat May 01 12:16:29 GMT 2021","3307","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"passed","Sat May 01 12:17:10 GMT 2021","Sat May 01 12:17:16 GMT 2021","5593","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"passed","Sat May 01 12:16:01 GMT 2021","Sat May 01 12:16:02 GMT 2021","924","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Sat May 01 12:16:43 GMT 2021","Sat May 01 12:16:47 GMT 2021","4385","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
