"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 01 12:33:51 GMT 2021","Sat May 01 12:34:00 GMT 2021","9042","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"passed","Sat May 01 12:32:23 GMT 2021","Sat May 01 12:32:23 GMT 2021","859","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Sat May 01 12:32:16 GMT 2021","Sat May 01 12:32:19 GMT 2021","3303","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"passed","Sat May 01 12:33:07 GMT 2021","Sat May 01 12:33:11 GMT 2021","3653","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"passed","Sat May 01 12:32:05 GMT 2021","Sat May 01 12:32:15 GMT 2021","10465","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"passed","Sat May 01 12:32:54 GMT 2021","Sat May 01 12:32:57 GMT 2021","2862","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"passed","Sat May 01 12:33:44 GMT 2021","Sat May 01 12:33:46 GMT 2021","2599","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 01 12:33:21 GMT 2021","Sat May 01 12:33:24 GMT 2021","3478","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"passed","Sat May 01 12:33:00 GMT 2021","Sat May 01 12:33:04 GMT 2021","4503","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"passed","Sat May 01 12:33:36 GMT 2021","Sat May 01 12:33:40 GMT 2021","4060","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Sat May 01 12:33:14 GMT 2021","Sat May 01 12:33:18 GMT 2021","3828","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"passed","Sat May 01 12:33:28 GMT 2021","Sat May 01 12:33:33 GMT 2021","5584","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"failed","Sat May 01 12:32:26 GMT 2021","Sat May 01 12:32:37 GMT 2021","10501","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Sat May 01 12:34:03 GMT 2021","Sat May 01 12:34:09 GMT 2021","6364","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"failed","Sat May 01 12:32:40 GMT 2021","Sat May 01 12:32:50 GMT 2021","10472","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
