"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 01 11:33:30 GMT 2021","Sat May 01 11:33:32 GMT 2021","2135","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 01 11:33:34 GMT 2021","Sat May 01 11:33:37 GMT 2021","2783","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"passed","Sat May 01 11:33:03 GMT 2021","Sat May 01 11:33:14 GMT 2021","10469","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"passed","Sat May 01 11:33:50 GMT 2021","Sat May 01 11:33:54 GMT 2021","3650","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"passed","Sat May 01 11:33:39 GMT 2021","Sat May 01 11:33:43 GMT 2021","4185","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"passed","Sat May 01 11:33:24 GMT 2021","Sat May 01 11:33:27 GMT 2021","3332","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Sat May 01 11:33:56 GMT 2021","Sat May 01 11:33:59 GMT 2021","3075","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"passed","Sat May 01 11:34:14 GMT 2021","Sat May 01 11:34:17 GMT 2021","2526","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 01 11:34:08 GMT 2021","Sat May 01 11:34:12 GMT 2021","3433","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Sat May 01 11:34:20 GMT 2021","Sat May 01 11:34:28 GMT 2021","7858","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"passed","Sat May 01 11:34:30 GMT 2021","Sat May 01 11:34:35 GMT 2021","5687","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"passed","Sat May 01 11:33:20 GMT 2021","Sat May 01 11:33:22 GMT 2021","2410","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Sat May 01 11:33:14 GMT 2021","Sat May 01 11:33:16 GMT 2021","2519","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"passed","Sat May 01 11:34:02 GMT 2021","Sat May 01 11:34:06 GMT 2021","4794","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"passed","Sat May 01 11:33:45 GMT 2021","Sat May 01 11:33:48 GMT 2021","3358","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
