"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat May 01 11:58:03 GMT 2021","Sat May 01 11:58:14 GMT 2021","10425","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"failed","Sat May 01 11:57:50 GMT 2021","Sat May 01 11:58:00 GMT 2021","10570","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Sat May 01 11:58:59 GMT 2021","Sat May 01 11:59:03 GMT 2021","3946","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Sat May 01 11:58:38 GMT 2021","Sat May 01 11:58:41 GMT 2021","3445","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"passed","Sat May 01 11:57:39 GMT 2021","Sat May 01 11:57:42 GMT 2021","3182","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"passed","Sat May 01 11:57:46 GMT 2021","Sat May 01 11:57:47 GMT 2021","939","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Sat May 01 11:58:51 GMT 2021","Sat May 01 11:58:56 GMT 2021","5234","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"passed","Sat May 01 11:58:44 GMT 2021","Sat May 01 11:58:48 GMT 2021","3591","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
"passed","Sat May 01 11:58:31 GMT 2021","Sat May 01 11:58:35 GMT 2021","3717","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"passed","Sat May 01 11:58:17 GMT 2021","Sat May 01 11:58:21 GMT 2021","3479","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"passed","Sat May 01 11:59:14 GMT 2021","Sat May 01 11:59:23 GMT 2021","9090","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"passed","Sat May 01 11:57:34 GMT 2021","Sat May 01 11:57:39 GMT 2021","5055","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"passed","Sat May 01 11:58:24 GMT 2021","Sat May 01 11:58:28 GMT 2021","4702","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"passed","Sat May 01 11:59:06 GMT 2021","Sat May 01 11:59:09 GMT 2021","3206","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Sat May 01 11:59:26 GMT 2021","Sat May 01 11:59:32 GMT 2021","6555","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
