"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 20 08:13:06 GMT 2021","Tue Apr 20 08:13:10 GMT 2021","3777","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Tue Apr 20 08:12:41 GMT 2021","Tue Apr 20 08:12:45 GMT 2021","4209","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testLockUser","testLockUser",""
"passed","Tue Apr 20 08:13:54 GMT 2021","Tue Apr 20 08:14:00 GMT 2021","6518","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testDeclinePost","testDeclinePost",""
"passed","Tue Apr 20 08:13:13 GMT 2021","Tue Apr 20 08:13:16 GMT 2021","3105","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Tue Apr 20 08:13:19 GMT 2021","Tue Apr 20 08:13:24 GMT 2021","4861","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testAddSubCategory","testAddSubCategory",""
"passed","Tue Apr 20 08:12:48 GMT 2021","Tue Apr 20 08:12:52 GMT 2021","3602","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUnLockUser","testUnLockUser",""
"passed","Tue Apr 20 08:13:41 GMT 2021","Tue Apr 20 08:13:50 GMT 2021","8989","Petland Admin","Post Page","test.TestPostPage","test.TestPostPage","testVerifyPost","testVerifyPost",""
"passed","Tue Apr 20 08:13:27 GMT 2021","Tue Apr 20 08:13:31 GMT 2021","4021","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testUpdateCategory","testUpdateCategory",""
"passed","Tue Apr 20 08:12:15 GMT 2021","Tue Apr 20 08:12:20 GMT 2021","4642","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testLoginSuccessfully","testLoginSuccessfully",""
"passed","Tue Apr 20 08:13:01 GMT 2021","Tue Apr 20 08:13:03 GMT 2021","2489","Petland Admin","Category Page","test.TestCategoryPage","test.TestCategoryPage","testAddCategory","testAddCategory",""
"passed","Tue Apr 20 08:12:24 GMT 2021","Tue Apr 20 08:12:27 GMT 2021","2928","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testCreateUser","testCreateUser",""
"passed","Tue Apr 20 08:13:34 GMT 2021","Tue Apr 20 08:13:37 GMT 2021","3323","Petland Admin","Subcategory Page","test.TestSubCategoryPage","test.TestSubCategoryPage","testDeleteCategory","testDeleteCategory",""
"passed","Tue Apr 20 08:11:45 GMT 2021","Tue Apr 20 08:12:15 GMT 2021","30297","Petland Admin","Login Page","test.TestLoginPage","test.TestLoginPage","testRequiredLogin","testRequiredLogin",""
"passed","Tue Apr 20 08:12:30 GMT 2021","Tue Apr 20 08:12:38 GMT 2021","8057","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testUpdateUser","testUpdateUser",""
"passed","Tue Apr 20 08:12:55 GMT 2021","Tue Apr 20 08:12:58 GMT 2021","3305","Petland Admin","User Page","test.TestUserPage","test.TestUserPage","testDeleteUser","testDeleteUser",""
